,0
9604,agility
9605,Bachelor’s degree
9606,Bangalore
9607,Relocation assistance
9608,Total Exp
9609,3.6 years
9610,Spring Batch Junit
9611,AMQP
9612,Swagger
9613,RAML
9614,existing architectures
9615,existing codebases
9616,full software development lifecycle
9617,SLDC
9618,Eagerness
9619,• Excellent written and verbal skills
9620,MongoDB
9621,Cassandra
9622,scalability
9623,Azure/AWS
9624,SVN
9625,GitLab
9626,·Bachelor’s degree
9627,a deadline-driven environment
9628,willingness
9629,Bangalore
9630,the Managed Cloud Shared Services Infrastructure team
9631,the shared full stack ownership
9632,an SRE
9633,overall behavioural characteristics
9634,resiliency
9635,SREs
9636,operability
9637,the Oracle Cloud
9638,an SRE
9639,the dependencies
9640,the Oracle Cloud service portfolio
9641,every characteristic
9642,degradation
9643,their dependencies
9644,Instrumentation
9645,the service behaviours
9646,resiliency
9647,recoverability
9648,your passions
9649,SOPs
9650,Level1 staff
9651,an SME
9652,service topology
9653,their dependencies
9654,mitigations
9655,Broad Interests - SREs
9656,Application/DB admin and development Engineers
9657,professional curiosity
9658,SRE - Proactive
9659,SRE
9660,sensitive forums
9661,Oracle Cloud Infrastructure (OCI) experience
9662,Python
9663,Ruby
9664,UNIX
9665,utilities
9666,architectural requirements
9667,interpersonal skills
9668,SLA
9669,Nightshifts
9670,Maven
9671,Sonar
9672,Microgateway
9673,JWT
9674,SwaggerHub
9675,Datadog
9676,mentorship
9677,the marketplace
9678,Bachelor's degree
9679,Continuous Integration/ Deployment
9680,Jenkins
9681,Maven
9682,uDeploy
9683,docker
9684,cloud-computing / cloud services platforms
9685,"highly scalable, resilient, and high-performance architecture"
9686,the latest open-source Java technologies
9687,OOAD
9688,GOF
9689,paradigms
9690,  Thorough understanding
9691,Hibernate
9692,Excellent Ruby Skills
9693,.
9694,at-least 1 professional Ruby
9695,Git version control system
9696,3) Proficiency
9697,CSS
9698,jquery
9699,Devise
9700,CanCan
9701,.
9702,Startup mentality
9703,high willingness
9704,OOP
9705,#NAME?
9706,Core Java API development
9707,Play/Spring/Grails/Struts
9708,Hibernate/JPA
9709,AWS cloud services
9710,JSON
9711,AJAX
9712,RDBMS
9713,JIRA
9714,scripting
9715,agility
9716,Excellent interpersonal skills
9717,CSS
9718,Bootstrap
9719, SSIS
9720, SSRS
9721,WCF
9722, Analyze
9723,SSIS
9724,SSRS
9725, Excellent troubleshooting and debugging skills
9726,SQL Server Reporting Services
9727,SSRS
9728,SQL Server Integration Services
9729,SSIS
9730,
9731,
9732,CDC
9733,Replication
9734,Excellent troubleshooting
9735,
9736,metadata management
9737,a specified deliverable
9738,stakeholders
9739,prioritization
9740,stakeholders
9741,subsystems
9742,bug fixes
9743,software lifecycle development experience
9744,+
9745,CI toolset
9746,Maven
9747,Jenkins
9748,Jira
9749,JSON
9750,TDD
9751,BDD
9752,Apache Tomcat
9753,other industry standard JEE application servers
9754,microservice architecture
9755,Qualification
9756,ServiceNow
9757,ServiceNow System Administration Certified
9758,Bachelor’s Degree
9759,bug fixing
9760,flutter
9761,SVN
9762,the CTO
9763,firmware
9764,existing codebase
9765,middleware
9766,"electrical, mechanical, software(applications) teams"
9767,any dependency
9768,roadblocks
9769,firmware
9770,usability research
9771,daily tastings
9772,delicious recipes
9773,:  - Bachelor
9774,Python
9775,FreeRTOS
9776,GNU toolchain
9777,e.g. SPI
9778,UART
9779,I2C
9780,USB
9781,DMA
9782,electromechanical motion systems
9783,stepper motors
9784,vacuum pumps
9785,a multi-threaded real-time operating system
9786,agile software development methodologies
9787,electronics schematics
9788,software/firmware
9789,network stacks
9790,Ethernet
9791,MQTT
9792,Greengrass
9793,Google Cloud IoT
9794,Airflow
9795,Kafka
9796,Informatica Big data Developer
9797,BDM
9798,PWX
9799,Hive
9800,complex mappings
9801,Informatica Big data Developer
9802,troubleshoot
9803,CDP
9804,Kafka
9805,      Strong analytical and problem-solving skills
9806,stakeholders
9807,a complex matrix environment
9808,bachelor
9809,Reactive Spring Boot
9810,Microservice Architecture Concepts
9811,GRPC
9812,Elasticsearch
9813,Couchbase(preferable
9814,MongoDB
9815,Cassandra
9816,microservices
9817,Cloud Platform - Docker / Kubernetes/ CI/CD/AWS
9818,Qualifications Bachelor's degree
9819,Typescript
9820,Angular
9821,JQuery
9822,Oracle
9823,JENKINS
9824,coding practices
9825,SDLC
9826,fixes
9827,daily sprint standups
9828,"
         BE/BTECH degree"
9829,springboot
9830,JEE internals
9831,Classloading
9832,ORM
9833,JPA2
9834,Hibernate
9835,DBA
9836,other stakeholders
9837,architectural reviews
9838,Support SRE teams
9839,overall deployment architecture
9840,JavaScript eco system
9841,vanilla JS
9842,Angular
9843,Node
9844,CouchDB
9845,Cassandra
9846,MongoDB
9847,container management systems
9848,Docker
9849,IBM ID
9850,ADFS
9851,OIDC
9852,Distributed architecture design and implementation experience
9853,IBM Cloud/Azure/AWS
9854,Micro Services architecture
9855,Service Mesh
9856,DNS
9857,REST/JSON
9858,OAuth
9859,e.g. shell scripting
9860,python
9861,perl
9862,Ansible
9863,Strong problem solving
9864,troubleshooting skills
9865,NondeJS
9866,"Vue, Feathers"
9867,Jenkins
9868,CircleCI
9869,TeamCity
9870, Excellent interpersonal skills
9871,Broadpeak Support
9872,the SLA contractual commitments
9873,service continuity
9874,reliability
9875,exhibitions
9876,demonstrations
9877,telco
9878,FTP
9879,RTSP
9880,TCP
9881,OTT TV system architectures
9882,VMware
9883,Hindi
9884,Marathi
9885,Soft Skills Positive and enthusiastic team player
9886,Autonomy
9887,milestones
9888,"a highly skilled, and motivated individual"
9889,an entrepreneurial mind
9890,JS
9891,Redux
9892,CSS
9893,CSS3
9894,browser behaviour
9895,compatibility
9896,Solid experience w/ software deployment
9897,CI
9898,e.g. Jenkins
9899,Bamboo
9900,reliability
9901,scalability
9902,Behavioural Skills
9903,teamwork
9904,the stakeholders
9905,testers
9906,CSS
9907,Bootstrap
9908,CSS
9909,Typescript
9910,NPM
9911,AutoIT
9912,UIPath
9913,"BluePrism,(preferred"
9914,workarounds
9915,an effective liaison
9916,repetitive tasks
9917,common scripting
9918,Python
9919,Perl
9920,Ruby
9921,the Linux operating system
9922,ambiguity
9923,-
9924,formal and informal settings
9925,ambiguity
9926,Frontend
9927,different permutations
9928,UI testing framework
9929,everyone’s socks
9930,Preferred Qualifications
9931,Cordova
9932,native coding background
9933,different permutations
9934,everyone’s socks
9935,Preferred Qualifications
9936,Apache Cordova
9937,native coding background
9938,Typescript
9939,Cloud-based data warehouse
9940,extensible data acquisition and integration solutions
9941,business reporting and analytics needs
9942,analytical questions
9943,the enterprise data warehouse
9944,scalability
9945,reliability
9946,coding practices
9947,consistency
9948,analysts
9949,Bachelor’s degree
9950,Ince
9951,overall experience building data warehouse solutions
9952,solid data modeling skills
9953,Cloud Data Warehouses
9954,Snowflake
9955,Redshift
9956,", data Warehouses platform"
9957,Fivetran
9958,Matillion
9959,Python
9960,data formats
9961,problem solving
9962,troubleshooting skills
9963,BE/BTech degree
9964,Jenkins
9965,IaC
9966,"Ansible, Terrraform, YAML, Helm, and AWS services - Cloud9, CloudFormation • Working knowledge"
9967,cloud environments
9968,Docker
9969,scripting
9970,Python
9971,e.g. Jira
9972,Confluence/Notion
9973,network setup •Continuously
9974,Hyperledger
9975,cloud environments
9976,SVN
9977,Agile software development methodology
9978,TDD
9979,BDD
9980,CICD
9981,software estimations
9982,Analytic thinker
9983,Bachelor’s degree
9984,specialization
9985,Python
9986,APIs
9987,micro-services architecture
9988,GRPC
9989,Flask
9990,Restful web services development
9991,e.g. SonarQube
9992,Gitlab runner / Junit / Sonar
9993,secure coding
9994,the codebase
9995,mentor
9996,Cocos2d
9997,Flixel
9998,Arcade
9999,Pygame
10000,Phaser
10001,portfolios
10002,LIN
10003,J1939
10004,	Strong debugging skills
10005,Certifications
10006,Any relevant certification
10007,continual improvement
10008,Certifications
10009, Microsoft certifications
10010,Microsoft technology stack
10011,Proficiency
10012,the client’s requirements
10013,minimum supervision
10014,corrective measures
10015,unreasonable requests
10016,Honesty
10017,-
10018,24x7 sustenance support
10019,resolutions
10020,inquiries
10021,[24]7.ai’s product and services architecture
10022,bug-fixes
10023,the backlog
10024,hotfixes
10025,yrs
10026,sustenance support
10027,a 24x7 setting
10028,their likelihood
10029,fixes
10030,(SRE
10031,solutioning
10032,Node.js
10033,JSON
10034,Angular
10035,Microservices architecture
10036,shareholders
10037,The world’s largest and most recognizable brands
10038,intent-driven engagement
10039,more than 2.5 billion conversations
10040,malfunctions
10041,performance ·        Design interfaces
10042,        Liaise
10043,● Bachelor's degree
10044,Scala
10045,Kafka
10046,Scala
10047,data aggregation layers
10048,Scala
10049,scalable and high performance systems
10050,scripting
10051,multithreading concepts
10052,the Java/Scala based data pipelines
10053,exceptional contributions
10054,minimal team supervision
10055,Unit Testing and Integration testing
10056,JIRA
10057,urgency
10058,timeliness
10059,● Ability
10060,● Ability
10061,compute
10062,vuSmartMaps
10063,the customer application architecture and transaction level workflow
10064,accountability
10065,VuNet teams
10066,aptitude
10067,MongoDB
10068,Scripting
10069,Kafka
10070,ELK stack
10071,REST APIs
10072,JMX
10073,Glance
10074,ongoing improvements
10075,efficiencies
10076, Glance
10077,CSS
10078,the basics
10079,nuances
10080,algorithms
10081,an impressive portfolio
10082,distributed architectures
10083,APIs
10084,middleware
10085,internationalization/localization
10086,Cassandra
10087,Riak
10088,HBase
10089,RDBMS
10090,WebAPI
10091,Azure Service
10092,Angular
10093,problem-solving
10094,tight deadlines
10095, 2-6 years  Qualification
10096,Equivalent  Preferred Certification
10097,(AZ
10098,Working proficiency
10099,optimal data pipeline architecture
10100,#NAME?
10101,greater scalability
10102,optimal extraction
10103,analytics and data scientist team members
10104,data and analytics experts
10105,Docker
10106,Python
10107,Jenkins
10108,CICD
10109,Google Cloud Platform/AWS/Azure
10110,combinations
10111,stack trace interpretation
10112,ETL
10113,RDBMS
10114,MPP
10115,Presto
10116,Hive
10117,Blob
10118,Denodo
10119,Python
10120,Master Data management stacks
10121,velocity
10122,Diagram
10123,current and future architectural plans
10124,stakeholders
10125,sound rationale
10126,a collaborative and supportive manner
10127,internal stakeholders
10128,teammates
10129,continuous refactoring
10130,simplicity
10131,fault tolerant services
10132,PHP
10133,Python
10134,ARP
10135,DHCP
10136,DNS
10137,iptables
10138,troubleshooting
10139,Solid Linux OS system management
10140,terraform
10141,helm charts
10142,Fluentd
10143,Prometheus
10144,Istio
10145,Anchore
10146,Falco
10147,PCI
10148,HIPAA
10149,FedRAMP
10150,Drupal
10151,Design client-side and server-side architecture
10152,effective APIs
10153,responsiveness
10154,debug
10155,analysts
10156,Familiarity
10157,common stacks
10158,e.g. PHP
10159,e.g. Angular
10160,Familiarity
10161,"e.g. MySQL, MongoDB"
10162,e.g. Apache
10163,An analytical mind
10164,ReactJs
10165,integration frameworks
10166,Microservices
10167,SCRUM
10168,KANBAN
10169,Oracle
10170,stakeholder management
10171,Bachelor's degree
10172,Angular
10173,CSS
10174,Exceptional analytical and problem-solving aptitude
10175,Jenkins
10176,Scripting
10177,Python
10178,Ansible/Puppet/Chef
10179,Prometheus/Grafana/Splunk/ELK
10180,DevOps Platform architecture
10181,the right tradeoff
10182,occurrences
10183,scalability
10184,restores
10185,scalability
10186,· Design and architect solutions
10187,cloud environments
10188,scalability
10189,the cloud environments
10190,deadlines
10191,juniors
10192,Qualifications
10193,: At least an undergraduate degree
10194,IITs/Top RECs
10195,at least 2.5 years
10196,algorithms
10197,problem-solving and software design
10198,strong analytical and debugging skills
10199,Docker
10200,Network admin experience
10201,Familiarity
10202,relational(Postgres
10203,MongoDB
10204,Microservice Architecture
10205,Concurrency
10206,Clustering
10207,asynchronous tasks
10208,RabbitMQ
10209,Familiarity
10210,specification
10211,a clear and structured manner
10212,2-4 Yrs
10213,Xcode
10214,Familiarity
10215,GWT
10216,jQuery
10217,Familiarity
10218,Kotlin or Java programming
10219,Familiarity
10220,(Cassandra/MongoDB
10221,Troubleshooting
10222,deliverable completion
10223,Hibernate
10224,API based web services experience
10225,JIRA
10226,Maven
10227,Slf4j
10228,Kafka
10229,Docker
10230,Gradle
10231,Maven
10232,REST/RESTful services
10233,Node.js
10234,Angular
10235,Hibernate
10236,JPA
10237,Shell Scripting
10238,Powershell scripting
10239,JSON
10240,containerized software
10241,other cloud environments
10242,coding principles
10243,incl
10244,distributed architectures
10245,microservices
10246,Kafka
10247,RabbitMQ
10248,JPA
10249,different testing frameworks
10250,JUnit
10251,TestNG
10252,Maven
10253,cloud environments
10254,containerization
10255,Fluency
10256,proactivity
10257,scalability
10258,Basic unix shell scripting skills
10259,Willingness
10260,Infrastructure automation technologies
10261,Docker
10262,Terraform
10263,Familiarity
10264,"
         .Net Core Azure Developer   C#"
10265,strong OOPs
10266,exp
10267,microservices
10268,Requirement analysis and design principle understanding
10269,debugging concepts
10270,e2e stuff
10271,Nive
10272,Microservices
10273,reusable React components
10274,Angular
10275,CSS
10276,Grunt
10277,Redux
10278,Sagas
10279,Familiarity
10280,testing frameworks
10281,Ex. Jasmine
10282,Ex. Karma
10283,debugging and problem-solving skills
10284,Strong proficiency
10285,Strong proficiency
10286,responsiveness
10287,bottlenecks
10288,stringent and tight deadline
10289,a POC
10290,Java / J2EE technologies
10291,Hibernate
10292,Algorithms and Data structures
10293,NIO
10294,Apache zookeeper
10295,elk stack
10296,Jira
10297,Desired Qualifications ● B.S.
10298,authorization
10299,A contributor
10300,Laravel
10301,VueJS
10302,Troubleshooting issues
10303,debug
10304,Laravel
10305,B. E/MCA
10306,PHP(Laravel
10307,APIs
10308,MySQL
10309,VueJS
10310,Basic typescript
10311,ECMAScript
10312,(ES6
10313,Problem-solving skills
10314,critical mindset
10315,Microsoft Azure
10316,builds
10317,architecture roadmaps
10318,Systems documentation
10319,Terraform
10320,Ansible
10321,iTunes
10322,preferred top-tier schools
10323,GitOps
10324,GitLab
10325,secure cloud system architectures
10326,Helm charts
10327,Prometheus
10328,cloud architecture concepts
10329,IaaS
10330,Docker
10331,modern cloud architectures
10332,SAST
10333,DAST
10334,Familiarity
10335,Positka
10336,Positka
10337,Positka
10338,Premium Splunk support services
10339,an integral part
10340,Positka
10341,Cybersecurity
10342,geographies
10343,workaround
10344,a Technical Support or Systems Admin role
10345,Splunk
10346,ES
10347,ITSI
10348,Familiarity
10349,VM environments
10350,Familiarity
10351,DNS
10352,SSL/TLS
10353,Familiarity
10354,Python
10355,Unix
10356,regular expressions
10357,Regex
10358,Python scripting
10359,Dashboards
10360,troubleshooting
10361,problem solving
10362,interpersonal skills
